brand,model,release_year,release_month,website_views,website_likes,display_size,display_pixel_width,display_pixel_height,camera_megapixels,video_pixels,memory_gb_size,ram_gb_size,battery_mah_size,network_types,dimension_height,dimension_width,dimension_thickness,os,chipset,cpu,gpu,memory_slot,loudspeaker,audiojack,wifi,bluetooth,gps,radio,price
Oppo,A37,2016,June,"24,135,387",143,5.0,720,1280,8,1080p,16GB,2GB,2630,GSM / HSPA / LTE,143.1,71,7.7,"Android 5.1 (Lollipop), ColorOS 3",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,220
Oppo,R9s,2016,October,"3,242,780",79,5.5,1080,1920,16,2160p,64GB,4GB,3010,GSM / CDMA / HSPA / EVDO / LTE,153,74.3,6.6,Android 6.0.1 (Marshmallow),Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,No,450
NEC,DB2000,1999,,"78,530",9,,4,12,,No video recorder,,,550,GSM,131,41,19,,,,,No,,No,No,No,No,No,
Oppo,A53,2015,November,"859,937",46,5.5,720,1280,13,1080p,16GB,2GB,3075,GSM / HSPA / LTE,153,77,7.4,"Android 5.1 (Lollipop), ColorOS 2.1",Qualcomm MSM8939v2 Snapdragon 616 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,200
NEC,DB4100,2000,,"50,419",8,,97,59,,No video recorder,,,800,GSM,120,42,22,,,,,No,,No,No,No,No,No,
NEC,DB4000,2000,,"55,806",7,,97,59,,No video recorder,,,550,GSM,120,42,22,,,,,No,,No,No,No,No,No,
NEC,DB5000,2001,,"61,699",7,,97,59,,No video recorder,,,600,GSM,90,46,23,,,,,No,,No,No,No,No,No,
NEC,DB6000,2001,,"87,661",8,,120,160,,No video recorder,,,600,GSM,94,50,26,,,,,No,,No,No,No,No,No,
NEC,DB7000,2002,,"93,298",8,,120,160,,No video recorder,,,1550,GSM,102,52,24.7,,,,,No,,No,No,No,No,No,
NEC,N21i,2002,,"134,353",9,,120,160,,No video recorder,,,1550,GSM,102,52,24.7,,,,,No,,No,No,No,No,No,
NEC,N223i,2003,,"62,363",9,,120,160,,No video recorder,,,780,GSM,88,45,26,,,,,No,,No,No,No,No,No,
NEC,e232,2003,,"61,877",8,,128,160,,No video recorder,,,700,GSM,90,43,23,,,,,No,No,No,No,No,No,No,
NEC,N341i,2003,,"105,428",9,,162,216,,No video recorder,,,800,GSM,101,48,24,,,,,No,No,No,No,No,No,No,
Nokia,Lumia 635,2014,April,"5,508,099",129,4.5,480,854,5,720p,8GB,1GB,1830,GSM / HSPA / LTE,129.5,66.7,9.2,Microsoft Windows Phone 8.1,Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,110
Nokia,Lumia 630 Dual SIM,2014,April,"3,299,379",168,4.5,480,854,5,720p,8GB,512MB,1830,GSM / HSPA,129.5,66.7,9.2,Microsoft Windows Phone 8.1,Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,140
Nokia,Lumia 930,2014,April,"10,299,802",1386,5.0,1080,1920,20,2160p,32GB,2GB,2420,GSM / HSPA / LTE,137,71,9.8,"Microsoft Windows Phone 8.1, upgradable to Windows 10",Qualcomm MSM8974 Snapdragon 800 (28 nm),Quad-core 2.2 GHz Krait 400,Adreno 330,No,Yes,Yes,Wi-Fi,4.0,Yes,FM,370
